from,to,brand,bucket
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/OTIS NCE ESQUEMA - OTIS ESCALERA 506 NCE.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/OTIS NCE ESQUEMA - OTIS ESCALERA 506 NCE.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/OTIS REPUESTOS I 10 - 9693AA - AS WA - OTIS.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/OTIS REPUESTOS I 10 - 9693AA - AS WA - OTIS.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/OTIS TORRE PICASO ESQUEMA - OTIS.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/OTIS TORRE PICASO ESQUEMA - OTIS.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis - 10n6b wiring dia.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis - 10n6b wiring dia.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis - Aaibrd.doc,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis - Aaibrd.doc,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis - BDC 4 - LWD Part5.doc,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis - BDC 4 - LWD Part5.doc,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis - GEN2 MCS220 C wiring diagrams.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis - GEN2 MCS220 C wiring diagrams.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis - Gen 2 Car Wiring Diagram 2007.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis - Gen 2 Car Wiring Diagram 2007.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis - MCS321M + OVF1 33 Old Broad Steet London.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis - MCS321M + OVF1 33 Old Broad Steet London.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis - PVT connections.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis - PVT connections.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis - UMV handouts.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis - UMV handouts.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis - VF wiring diagram components.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis - VF wiring diagram components.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis - wiring.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis - wiring.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis 210 Microprocessor Wiring Diagram.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis 210 Microprocessor Wiring Diagram.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis ADV - 210 Microprocessor Diagram.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis ADV - 210 Microprocessor Diagram.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis ADV - 210 Microprocessor Diagram__dup1.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis ADV - 210 Microprocessor Diagram__dup1.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis ADV - 210 Microprocessor Diagram__dup2.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis ADV - 210 Microprocessor Diagram__dup2.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis Control Electrical Diagram.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis Control Electrical Diagram.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis Control Symbols and Labels.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis Control Symbols and Labels.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis DOMUS Model General Scheme.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis DOMUS Model General Scheme.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis E2718 VF Control Diagram.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis E2718 VF Control Diagram.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis Electrical Symbols Legend.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis Electrical Symbols Legend.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis Escalator Connections Index.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis Escalator Connections Index.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis GEN2 MCS220 Characteristics Sheet.tif,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis GEN2 MCS220 Characteristics Sheet.tif,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis GeN2 Electrical Drawings 2007.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis GeN2 Electrical Drawings 2007.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis MCS220 Controller Interface Diagram.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis MCS220 Controller Interface Diagram.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis MCS220 Wiring Diagram - Duplex Collective Down.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis MCS220 Wiring Diagram - Duplex Collective Down.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis MCS220 Wiring Diagram - Duplex Collective Down__dup1.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis MCS220 Wiring Diagram - Duplex Collective Down__dup1.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis MCS321M OVF1 Characteristics Sheet.tif,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis MCS321M OVF1 Characteristics Sheet.tif,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis Microprocessor Control System Diagram.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis Microprocessor Control System Diagram.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis NE300 Controller Programming Table.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis NE300 Controller Programming Table.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis NE300 Hoistway Switches Diagram.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis NE300 Hoistway Switches Diagram.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis NE300 Inputs and Outputs Diagram.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis NE300 Inputs and Outputs Diagram.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis NE300 Travelling Cable Diagram.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis NE300 Travelling Cable Diagram.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis NE300 Wiring Diagram - 6 Stops.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis NE300 Wiring Diagram - 6 Stops.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis NE300 Wiring Diagram - Sheet 2.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis NE300 Wiring Diagram - Sheet 2.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis OLDCIB Wiring Diagram - Overload Sensor.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis OLDCIB Wiring Diagram - Overload Sensor.jpg,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Otis Seletrom Plan.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Otis Seletrom Plan.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/RCB II I O List - Exchange CT No 3.txt,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/RCB II I O List - Exchange CT No 3.txt,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/RS 18.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/RS 18.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/RS5 Controller Circuit Diagram.tiff,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/RS5 Controller Circuit Diagram.tiff,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Relay 401.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Relay 401.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/Serial Port Wiring Details.txt,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/Serial Port Wiring Details.txt,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Otis/otis sigma codigo de errores.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Otis/otis sigma codigo de errores.pdf,Otis,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/ARD AUS Modification - Door Drive Interface.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/ARD AUS Modification - Door Drive Interface.pdf,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/ARD AUS Modification - Door Drive with Parameter Settings.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/ARD AUS Modification - Door Drive with Parameter Settings.pdf,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/ARD AUS Modification - Door Drive with Parameters.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/ARD AUS Modification - Door Drive with Parameters.pdf,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/ARD AUS Modification - Magnetic Brake Circuit.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/ARD AUS Modification - Magnetic Brake Circuit.pdf,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/ARD AUS Modification - REC - OKR Safety Circuit.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/ARD AUS Modification - REC - OKR Safety Circuit.pdf,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/ARD AUS Modification - Sematic Door Drive.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/ARD AUS Modification - Sematic Door Drive.pdf,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/ARD AUS Modification - VF Drive Interface.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/ARD AUS Modification - VF Drive Interface.pdf,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/ARS Door Drive Interface Diagram.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/ARS Door Drive Interface Diagram.pdf,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/ARS Door Sensor Interface Diagram.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/ARS Door Sensor Interface Diagram.pdf,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/ARS Electric Drive Wiring Diagram.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/ARS Electric Drive Wiring Diagram.pdf,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/ARS Hydraulic Drive Wiring Diagram.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/ARS Hydraulic Drive Wiring Diagram.pdf,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/ARS Safety Chain Wiring Diagram.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/ARS Safety Chain Wiring Diagram.pdf,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/Adaptação Miconic BX Schindler dup1.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/Adaptação Miconic BX Schindler dup1.dwg,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/Control Wiring Diagram S194240.tif,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/Control Wiring Diagram S194240.tif,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/Control Wiring Diagram S194241.tif,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/Control Wiring Diagram S194241.tif,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/Control Wiring Diagram S194242.tif,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/Control Wiring Diagram S194242.tif,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/Control Wiring Diagram S194244 - Sheet 1.tif,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/Control Wiring Diagram S194244 - Sheet 1.tif,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/Control Wiring Diagram S194244 - Sheet 2.tif,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/Control Wiring Diagram S194244 - Sheet 2.tif,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/Control Wiring Diagram S194244 - Sheet 3.tif,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/Control Wiring Diagram S194244 - Sheet 3.tif,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/Control Wiring Diagram S194244 - Sheet 4.tif,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/Control Wiring Diagram S194244 - Sheet 4.tif,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/Control Wiring Diagram S194244 - Sheet 5.tif,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/Control Wiring Diagram S194244 - Sheet 5.tif,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/Door Overbridging Diagram.tif,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/Door Overbridging Diagram.tif,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/EBCOM 68 Connector Schematic.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/EBCOM 68 Connector Schematic.pdf,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/Electrical Connection for VF10 20 24BR NXS.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/Electrical Connection for VF10 20 24BR NXS.pdf,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/Electrical Schematic Page 1.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/Electrical Schematic Page 1.jpg,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/Electrical Schematic Page 2.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/Electrical Schematic Page 2.jpg,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/Electrical Schematic Page 3.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/Electrical Schematic Page 3.jpg,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/Electrical Schematic Page 5.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/Electrical Schematic Page 5.jpg,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/Electrical Schematic Page 6.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/Electrical Schematic Page 6.jpg,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/Electrical Schematic S194255.tif,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/Electrical Schematic S194255.tif,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/Encoder PCB VA1010D - EN02.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/Encoder PCB VA1010D - EN02.pdf,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/FM500 B C Gearless Machine Wiring Diagram.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/FM500 B C Gearless Machine Wiring Diagram.pdf,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/GCIO360 Schematics.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/GCIO360 Schematics.pdf,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/GIESA 1 - Speed Elevator Wiring Diagram.bmp,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/GIESA 1 - Speed Elevator Wiring Diagram.bmp,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/Group SDDB Interconnections.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/Group SDDB Interconnections.pdf,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/ICE1 Schematic Diagram.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/ICE1 Schematic Diagram.pdf,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/Input Sensor LON Supply Diagram.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/Input Sensor LON Supply Diagram.jpg,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/Inverter Interface Diagram S194253 - Sheet 1.tif,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/Inverter Interface Diagram S194253 - Sheet 1.tif,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/Inverter Interface Diagram S194253 - Sheet 2.tif,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/Inverter Interface Diagram S194253 - Sheet 2.tif,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/Inverter Interface Diagram S194253 - Sheet 3.tif,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/Inverter Interface Diagram S194253 - Sheet 3.tif,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/Inverter Interface Diagram S194254 - Sheet 2.tif,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/Inverter Interface Diagram S194254 - Sheet 2.tif,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/Inverter Interface Diagram S194254 - Sheet 3.tif,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/Inverter Interface Diagram S194254 - Sheet 3.tif,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/Inverter Interface Diagram S194254 - Sheet 4.tif,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/Inverter Interface Diagram S194254 - Sheet 4.tif,Schindler,high_confidence
/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_v2/high_confidence/Schindler/Inverter Interface Diagram S194254 - Sheet 5.tif,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/electrical_schematics_final_v1/Schindler/Inverter Interface Diagram S194254 - Sheet 5.tif,Schindler,high_confidence
